DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2023-0368-GHA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,GHA,Ghana,Sub-Saharan Africa,Africa,"Western, Ashanti and Greater Accra Regions",Heavy rains,,No,No,No,,,Km2,,,,2023,6,21,2023,6,26,8,,250,,250,,,,,,,100,"[{""adm1_code"":1324,""adm1_name"":""Ashanti""},{""adm1_code"":1328,""adm1_name"":""Greater Accra""},{""adm1_code"":1333,""adm1_name"":""Western""}]",2023-06-30,2023-09-26
2023-0370-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Montana, Wyoming, South Dakota, Nebraska, Minnesota, Ohio, Tennessee, Oklahoma, Wyoming, Colorado, Indiana, Kentucky, Arkansas",,Hail,No,No,No,,,Kph,,,,2023,6,23,2023,6,29,8,100,,,100,,,,,5300000,5300000,100,,2023-06-30,2024-01-18
2023-0378-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Special Region of Yogyakarta, East and Central Java (Java province) ",,,No,No,No,,5.8,Moment Magnitude,-8.674,110.041,,2023,6,30,2023,6,30,1,10,1110,,1120,,,,,,,100,,2023-07-03,2023-09-26
2023-0384-YEM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000072,,YEM,Yemen,Western Asia,Asia,"Hajjah, Marib, Hodeidah, Al Bayda, Al Jawf, Sana'a, Amran, Sa’ada, Ibb, Taiz, Dhamar, Shabwa and Al Mahwit governorates ",Heavy rains,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,3,,2023,9,,248,183,308000,,308183,,,,,,,100,,2023-07-03,2024-04-02
2023-0385-PER,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Dengue,PER,Peru,Latin America and the Caribbean,Americas,"Piura, Lambayeque",,,No,No,Yes,,,Vaccinated,,,,2023,6,,2023,6,,176,110000,,,110000,,,,,,,100,"[{""adm1_code"":2341,""adm1_name"":""Lambayeque""},{""adm1_code"":2347,""adm1_name"":""Piura""}]",2023-07-03,2023-09-26
2023-0389-DOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Azua, Barahona, Bahoruco, Dajabón, Elías Piña, Espaillat, Independencia, La Vega, Pedernales, Santiago, and Santiago Rodríguez",,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2023,6,2,2023,6,9,1,,289083,,289083,,,,,,,100,"[{""adm1_code"":1108,""adm1_name"":""Azua""},{""adm1_code"":1109,""adm1_name"":""Baoruco""},{""adm1_code"":1110,""adm1_name"":""Barahona""},{""adm1_code"":1111,""adm1_name"":""Dajabon""},{""adm1_code"":1115,""adm1_name"":""Espaillat""},{""adm1_code"":1116,""adm1_name"":""Independencia""},{""adm1_code"":1118,""adm1_name"":""Elias Pina""},{""adm1_code"":1120,""adm1_name"":""La Vega""},{""adm1_code"":1123,""adm1_name"":""Pedernales""},{""adm1_code"":1129,""adm1_name"":""San Juan""},{""adm1_code"":1132,""adm1_name"":""Santiago""},{""adm1_code"":1133,""adm1_name"":""Santiago Rodriguez""}]",2023-07-03,2024-06-12
2023-0391-VEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,El Callao City (Bolivar State),,Industrial accidents,No,No,No,,,Km2,,,,2023,6,1,2023,6,5,12,,112,,112,,,,,,,100,"[{""adm2_code"":31914,""adm2_name"":""El Callao""}]",2023-07-03,2023-09-26
2023-0408-SRB,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000108,,SRB,Serbia,Southern Europe,Europe,"Borski, Branicevski, Grad Beograd, Jablanicki, Kolubarski, Macvanski, Moravicki, Nisavski, Pcinjski, Pirotski, Pomoravski, Rasinski, Raski, Sumadijski, Toplicki, Zajecarski, Zlatiborski, Ivanjica, Svilajnac, Para?in, ?uprija, Ku?evo, Lazarevac, Novi Pazar, Despotovac, Lebane, Koceljeva, Varvarin, Zitoradja, ?i?evac, Jagodina, Kragujevac, Vucitrn, Lucani, Krusevac, Mladenovac, Rekovac, Vladimirci, Blace, Požega, Kraljevo, Priboj, Doljevac, Medvedja, Arilje, Vladicin Han, Kosjeric, Arandjelovac, Sokobanja, Sjenica, Boljevac, Prokuplje, and Trstenik",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2023,6,4,2023,6,16,,,15432,,15432,,,,,,,100,,2023-07-04,2023-09-26
2023-0409-ARM,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,GLIDE:ST-2023-000106,,ARM,Armenia,Western Asia,Asia,"Lori, Tavush, Syunik, Shirak",,Flood,No,No,No,,,Kph,,,,2023,6,15,2023,6,19,,,18000,,18000,,,,,,,100,"[{""adm1_code"":458,""adm1_name"":""Lori""},{""adm1_code"":460,""adm1_name"":""Shirak""},{""adm1_code"":461,""adm1_name"":""Syunik""},{""adm1_code"":462,""adm1_name"":""Tavush""}]",2023-07-04,2023-09-26
2023-0410-GEO,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2023-000107,,GEO,Georgia,Western Asia,Asia,"Batumi city/municipality (Adjara Autonomous Republic (A/R); Chokhatauri and Lanchkhuti municipalities (Guria Region); Lentekhi municipality (Racha-Lechkhumi); Kvemo Svaneti Region; Gurjaani Municipality (Kakheti Region); Kutaisi, Samtredia and Khoni Municipalities (Imereti Region); Abasha, Zugdidi, Martvili, Senaki, Chkhorotsku and Khobi municipalities (Samegrelo-Zemo Svaneti region); Lentekhi and Gurjaani municipalities",,"Hail|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,6,15,2023,6,16,,,350000,,350000,,,,,,,100,,2023-07-04,2023-09-26
2023-0411-ARG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000089,,ARG,Argentina,Latin America and the Caribbean,Americas,"Quilmes (Buenos Aires); Santa Fe, Córdoba, Entre Ríos, Neuquen",,Storm,No,No,No,,,Km2,,,,2023,5,29,2023,7,5,,,38000,,38000,,,,,,,100,"[{""adm1_code"":434,""adm1_name"":""Cordoba""},{""adm1_code"":436,""adm1_name"":""Entre Rios""},{""adm1_code"":443,""adm1_name"":""Neuquen""},{""adm1_code"":449,""adm1_name"":""Santa Fe""},{""adm2_code"":4477,""adm2_name"":""Quilmes""}]",2023-07-04,2023-09-26
2023-0412-GAB,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,GAB,Gabon,Sub-Saharan Africa,Africa,Haut Ogoue,,Flood,No,No,No,,,Kph,,,,2023,5,15,2023,5,15,,,3000,,3000,,,,,,,100,"[{""adm1_code"":1276,""adm1_name"":""Haut-Ogooue""}]",2023-07-04,2023-09-26
2023-0413-JPN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,JPN,Japan,Eastern Asia,Asia,"Yamaguchi Prefecture (Honshu); Oita Prefecture (Kyushu islands); Kumamoto City (Kumamoto Prefecture); Hiroshima, Yamaguchi, Fukuoka Saga, Oita",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,1,2023,7,7,6,18,4200,,4218,,,,,,,100,,2023-07-05,2023-09-26
2023-0417-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Sichuan, Henan, Hunan, Guizhou, Shaanxi and Yunan and the Inner Mongolia Autonomous Region",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,2,2023,7,5,21,,95000,14000,109000,,,,,,,100,,2023-07-05,2023-09-26
2023-0418-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,"Nan, Chanthaburi, Rayong, Krabi, Phang Nga, Trang, Satun and Nakhon Si Thammarat",Monsoonal rains,,No,No,No,,,Km2,,,,2023,7,3,2023,7,5,,,7650,,7650,,,,,,,100,"[{""adm1_code"":2858,""adm1_name"":""Chanthaburi""},{""adm1_code"":2867,""adm1_name"":""Krabi""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2881,""adm1_name"":""Nan""},{""adm1_code"":2889,""adm1_name"":""Phangnga""},{""adm1_code"":2902,""adm1_name"":""Rayong""},{""adm1_code"":2910,""adm1_name"":""Satun""},{""adm1_code"":2920,""adm1_name"":""Trang""}]",2023-07-05,2023-09-26
2023-0421-NPL,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2023-000092,Dengue,NPL,Nepal,Southern Asia,Asia,"Bagmati, Lumbini",,,No,No,No,,,Vaccinated,,,,2023,4,,2023,6,,,600,,,600,,,,,,,100,,2023-07-05,2023-09-26
2023-0426-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Vermont, New York, Connecticut, Pennsylvania, Massachusetts, New Jersey, New Hampshire, Missouri, Illinois, Kentucky,Tennessee",Severe storms ,,No,No,Yes,,,Km2,,,,2023,7,9,2023,7,18,10,,,,,,,,,2200000,2200000,100,,2023-07-13,2024-01-17
2023-0428-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Himachal Pradesh, Uttarakhand, Delhi, Bihar, Madyah Pradesh, Maharashtra, Chhattisgarh, Gujarat, Punjab, Karnataka, Assam",Monsoon rains,,No,No,No,,,Km2,,,,2023,6,25,2023,9,7,1529,,10250000,,10250000,,,,,,,100,,2023-07-14,2024-03-25
2023-0428-PAK,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PAK,Pakistan,Southern Asia,Asia,"Punjab, Khyber Pakhtunkhwa, Balochistan, Sindh Azad Jammu and Kashmir",Monsoon rain,,No,No,Yes,,,Km2,,,,2023,6,25,2023,9,7,217,320,28855,,29175,,,,,,,100,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":2277,""adm1_name"":""Sindh""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm2_code"":23632,""adm2_name"":""Khyber Agency""}]",2023-07-13,2024-03-25
2023-0434-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,"Matriz de Camaragibe, Marechal Deodoro, São Miguel dos Milagres, União dos Palmares, Rio Largo, Atalaia, Cajueiro, Murici, and Jacuípe (Alagoas); Pernambuco",Heavy rains,Collapse,No,No,No,,,Km2,,,,2023,7,10,2023,7,14,14,,20000,,20000,,,,,,,100,"[{""adm1_code"":681,""adm1_name"":""Pernambuco""},{""adm2_code"":6358,""adm2_name"":""Atalaia""},{""adm2_code"":6367,""adm2_name"":""Cajueiro""},{""adm2_code"":6392,""adm2_name"":""Jacuipe""},{""adm2_code"":6405,""adm2_name"":""Marechal Deodoro""},{""adm2_code"":6408,""adm2_name"":""Matriz De Camaragibe""},{""adm2_code"":6412,""adm2_name"":""Murici""},{""adm2_code"":6436,""adm2_name"":""Rio Largo""},{""adm2_code"":6446,""adm2_name"":""Sao Miguel Dos Milagres""},{""adm2_code"":6454,""adm2_name"":""Uniao Dos Palmares""}]",2023-07-14,2023-09-26
2023-0435-MNG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2023-000111,,MNG,Mongolia,Eastern Asia,Asia,"Ulaanbaatar, Selenge, Töv",Heavy rains,Broken Dam/Burst bank,No,No,No,,,Km2,,,,2023,7,3,2023,7,14,,,288738,,288738,,,,,,,100,"[{""adm1_code"":2092,""adm1_name"":""Selenge""},{""adm1_code"":2094,""adm1_name"":""To'v""},{""adm1_code"":2095,""adm1_name"":""Ulaanbaatar""}]",2023-07-14,2023-09-26
2023-0436-LKA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,LKA,Sri Lanka,Southern Asia,Asia,,,Lightening,No,No,No,,,Kph,,,,2023,7,4,2023,7,14,,,6631,,6631,,,,,,,100,,2023-07-14,2023-09-26
2023-0437-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Karangasem and Bangli (Bali Province); Lumajang (East Java Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,7,2023,7,14,6,7,510,,517,,,,,,,100,,2023-07-14,2023-09-26
2023-0438-ALB,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ALB,Albania,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,363,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-AUT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUT,Austria,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,486,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-BEL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,BEL,Belgium,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,324,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-BGR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,BGR,Bulgaria,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,1670,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-CHE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CHE,Switzerland,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,294,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-CYP,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CYP,Cyprus,Western Asia,Asia,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,151,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-CZE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CZE,Czechia,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,361,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-DEU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,DEU,Germany,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,6376,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-DNK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,DNK,Denmark,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,189,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-ESP,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ESP,Spain,Southern Europe,Europe,"Figueres, Catalunya",,,No,No,No,,45.4,°C,,,,2023,7,,2023,8,,8352,,,,,,,,,,,100,,2023-07-24,2024-10-01
2023-0438-EST,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,EST,Estonia,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,103,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-FIN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FIN,Finland,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,138,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,42.8,°C,,,,2023,7,,2023,9,,2734,,,,,,,,,,,100,,2023-07-24,2024-10-01
2023-0438-GBR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,1851,,,,,,,,,,,100,,2024-08-16,2024-10-01
2023-0438-GRC,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,GRC,Greece,Southern Europe,Europe,Crete,,,No,No,No,,44.2,°C,,,,2023,7,,2023,7,,4339,,,,,,,,,,,100,,2023-07-24,2024-10-01
2023-0438-HRV,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,HRV,Croatia,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,561,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-HUN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,HUN,Hungary,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,294,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-IRL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IRL,Ireland,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,60,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-ISL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ISL,Iceland,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-ITA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ITA,Italy,Southern Europe,Europe,"Sardaigne, Sicile, Roe, Bologne, Pascara, Naples",,,No,No,No,,48.8,°C,,,,2023,7,12,2023,8,,12743,,,,,,,,,,,100,,2023-07-17,2024-10-01
2023-0438-LIE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,LIE,Liechtenstein,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,1,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-LTU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,LTU,Lithuania,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,247,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-LUX,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,LUX,Luxembourg,Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,33,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-LVA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,LVA,Latvia,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,58,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-MLT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,MLT,Malta,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,70,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-MNE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,MNE,Montenegro,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,41,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-NLD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,NLD,Netherlands (Kingdom of the),Western Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,368,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-NOR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,NOR,Norway,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,29,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-POL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,POL,Poland,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,616,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-PRT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,PRT,Portugal,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,1432,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-ROU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ROU,Romania,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,2585,,,,,,,,,,,100,,2024-08-13,2024-10-01
2023-0438-SRB,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,SRB,Serbia,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,464,,,,,,,,,,,100,,2024-08-16,2024-10-01
2023-0438-SVK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,SVK,Slovakia,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,247,,,,,,,,,,,100,,2024-08-16,2024-10-01
2023-0438-SVN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,SVN,Slovenia,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,95,,,,,,,,,,,100,,2024-08-16,2024-10-01
2023-0438-SWE,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,SWE,Sweden,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2023,7,,2023,8,,13,,,,,,,,,,,100,,2024-08-16,2024-10-01
2023-0440-KOR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,KOR,Republic of Korea,Eastern Asia,Asia,"North Gyeongsang, South Chungcheong Provinces",Monsoon rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,7,9,2023,7,16,58,34,10500,,10534,,,,,,,100,,2023-07-17,2024-03-05
2023-0444-GRC,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,Kallithea and Dervenochoria wildfires,GRC,Greece,Southern Europe,Europe,"Athenes; Neo Kouvaras village, Loutraki municipality, Rhodes ( north-eastern Peloponnese; Saronikou and Mandra muncipalities (Attica region); gia Sotira, Palaiokoundoura, Panorama and Palaiochori, Oinoi, and Erythrae (Western Attica); Attica, Boeotia, Evia, Corinthia, Argolis, Rhodes, Samos, Ikaria, Corfu",,Heat wave,No,No,No,,,Km2,,,,2023,7,17,2023,7,26,3,11,19000,,19011,,,,,,,100,,2023-07-18,2023-09-26
2023-0450-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Talim',PHL,Philippines,South-eastern Asia,Asia,Northern Luzon,,,No,No,No,,,Kph,,,,2023,7,12,2023,7,14,2,,450,,450,,,,,,,100,,2023-07-19,2023-09-26
2023-0450-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Talim',VNM,Viet Nam,South-eastern Asia,Asia,Kien Giang Province,,,No,No,No,,,Kph,,,,2023,7,14,2023,7,17,1,3,,,3,,,,,,,100,,2023-07-24,2023-09-26
2023-0451-COL,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,COL,Colombia,Latin America and the Caribbean,Americas,Quetame Municipality (Cundinamarca Department),Heavy rains,Collapse,No,No,No,,,,,,,2023,7,18,2023,7,18,29,6,,100,106,,,,,,,100,"[{""adm2_code"":13906,""adm2_name"":""Quetame""}]",2023-07-19,2023-09-26
2023-0457-NER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NER,Niger,Sub-Saharan Africa,Africa,"Maradi, Tahoua , Agadez, Dosso, Niamey, Zinder and Tillabéri Regions",Heavy rains,,No,No,No,,,Km2,,,,2023,7,,2023,10,,41,53,169598,,169651,,,,,,,100,"[{""adm1_code"":2205,""adm1_name"":""Maradi""},{""adm1_code"":2207,""adm1_name"":""Tahoua""},{""adm1_code"":2208,""adm1_name"":""Tillaberi""}]",2023-07-20,2023-11-28
2023-0458-ITA,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,ITA,Italy,Southern Europe,Europe,"Padoue, Vicence et Trévise regions (Venise)",,Flood,No,No,No,,,Kph,,,,2023,7,19,2023,7,20,,110,,,110,,,,,,,100,"[{""adm2_code"":18415,""adm2_name"":""Padova""},{""adm2_code"":18417,""adm2_name"":""Treviso""},{""adm2_code"":18420,""adm2_name"":""Vicenza""}]",2023-07-24,2023-09-26
2023-0459-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Irshalwadi Village (Raigad District, western Maharashtra State)",Heavy rains,,No,No,No,,,,,,,2023,7,19,2023,7,19,28,,,200,200,,,,,,,100,"[{""adm2_code"":17777,""adm2_name"":""Raigarh""}]",2023-07-24,2023-09-26
2023-0460-BIH,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BIH,Bosnia and Herzegovina,Southern Europe,Europe,Brcko District,,Flood,No,No,No,,,Kph,,,,2023,7,18,2023,7,19,1,20,,,20,,,,,,,100,,2023-07-24,2023-09-26
2023-0460-HRV,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,HRV,Croatia,Southern Europe,Europe,Brod-Posavina and Vukovar-Srijem Counties; Vinkovci,,Flood,No,No,No,,,Kph,,,,2023,7,18,2023,7,20,1,100,6000,,6100,,,,,,,100,,2023-07-24,2023-09-26
2023-0460-SRB,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,SRB,Serbia,Southern Europe,Europe,,,,No,No,No,,,Kph,,,,2023,7,18,2023,7,19,,,20,,20,,,,,,,100,,2023-07-24,2023-09-26
2023-0460-SVK,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,SVK,Slovakia,Eastern Europe,Europe,Michalovce and Sobrance regions,,,No,No,No,,,Kph,,,,2023,7,18,2023,7,19,,,,,,,,,,,,100,,2023-07-24,2023-09-26
2023-0460-SVN,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,SVN,Slovenia,Southern Europe,Europe,"Bled Town, ?rnomelj, Savinja region",,Hail,No,No,No,,,Kph,,,,2023,7,18,2023,7,19,1,3,3000,,3003,,,,,,,100,,2023-07-24,2023-09-26
